order_id,customer_id,product_id,quantity,amount,currency,amount_usd,order_date,price_tier,net_revenue,is_returned
O00261,C0057,P0021,3,285.03,INR,3.4203599999999996,2026-02-28,low,3.4203599999999996,False
O00535,C0081,P0041,1,12.0,INR,0.14400000000000002,2026-06-30,low,0.14400000000000002,False
O00006,C0012,P0027,3,974.16,GBP,1237.1832,2026-05-30,high,1237.1832,False
O00560,C0096,P0031,5,1196.3,INR,14.355599999999999,2026-03-12,low,14.355599999999999,False
O00629,C0107,P0031,4,957.04,INR,11.48448,2026-09-02,low,11.48448,False
O00496,C0099,P0043,4,1400.88,INR,16.810560000000002,2026-09-02,low,16.810560000000002,False
O00356,C0051,P0055,1,156.16,GBP,198.32319999999999,2026-05-28,high,198.32319999999999,False
O00352,C0117,P0045,5,1186.75,INR,14.241,2026-03-31,low,14.241,False
O00121,C0097,P0021,3,285.03,INR,3.4203599999999996,2026-05-02,low,0.0,True
O00033,C0005,P0014,4,1472.92,EUR,1590.7536000000002,2026-06-05,high,1590.7536000000002,False
O00622,C0041,P0028,2,795.0,GBP,1009.65,2026-03-28,high,1009.65,False
O00809,C0087,P0045,2,474.7,INR,5.6964,2026-04-13,low,5.6964,False
O00581,C0013,P0054,1,454.71,EUR,491.0868,2026-03-01,high,491.0868,False
O00794,C0051,P0021,5,475.05,INR,5.7006000000000006,2026-06-28,low,5.7006000000000006,False
O00183,C0091,P0059,5,618.65,EUR,668.142,2026-04-28,high,668.142,False
O00011,C0054,P0031,2,478.52,INR,5.74224,2026-03-16,low,5.74224,False
O00306,C0014,P0039,5,2451.75,INR,29.421,2026-05-29,low,29.421,False
O00165,C0111,P0019,4,1505.96,EUR,1626.4368000000002,2026-01-24,high,1626.4368000000002,False
O00462,C0103,P0051,3,141.48,INR,1.69776,2026-02-23,low,1.69776,False
O00322,C0058,P0019,2,752.98,EUR,813.2184000000001,2026-04-06,high,813.2184000000001,False
O00385,C0070,P0039,4,1961.4,INR,23.536800000000003,2026-05-21,low,0.0,True
O00430,C0003,P0023,3,1322.28,INR,15.86736,2026-05-06,low,15.86736,False
O00704,C0008,P0029,1,114.69,INR,1.37628,2026-06-27,low,1.37628,False
O00216,C0095,P0015,3,929.64,INR,11.15568,2026-01-10,low,11.15568,False
O00641,C0080,P0040,3,352.8,INR,4.2336,2026-04-06,low,4.2336,False
O00499,C0082,P0055,4,624.64,GBP,793.2927999999999,2026-01-11,high,793.2927999999999,False
O00076,C0028,P0036,5,1863.65,USD,1863.65,2026-02-01,high,1863.65,False
O00424,C0020,P0055,1,156.16,GBP,198.32319999999999,2026-01-03,high,0.0,True
O00503,C0017,P0049,5,208.35,GBP,264.6045,2026-01-31,medium,264.6045,False
O00104,C0051,P0016,2,470.22,GBP,597.1794,2026-03-20,high,597.1794,False
O00869,C0061,P0048,5,2059.75,USD,2059.75,2026-04-17,high,2059.75,False
O00213,C0099,P0022,4,1599.72,INR,19.196640000000002,2026-03-10,low,19.196640000000002,False
O00371,C0065,P0056,2,613.54,USD,613.54,2026-04-19,high,613.54,False
O00080,C0045,P0043,1,350.22,INR,4.202640000000001,2026-01-05,low,0.0,True
O00185,C0072,P0019,2,752.98,EUR,813.2184000000001,2026-06-27,high,0.0,True
O00269,C0108,P0036,5,1863.65,USD,1863.65,2026-01-27,high,1863.65,False
O00146,C0091,P0059,2,247.46,EUR,267.2568,2026-05-03,high,0.0,True
O00110,C0048,P0008,4,1596.52,USD,1596.52,2026-05-25,high,1596.52,False
O00126,C0120,P0017,4,658.16,INR,7.89792,2026-02-17,low,7.89792,False
O00611,C0052,P0020,3,514.56,GBP,653.4911999999999,2026-04-24,high,653.4911999999999,False
O00471,C0070,P0009,1,176.87,USD,176.87,2026-01-19,high,176.87,False
O00114,C0042,P0031,5,1196.3,INR,14.355599999999999,2026-02-05,low,14.355599999999999,False
O00106,C0072,P0036,3,1118.19,USD,1118.19,2026-01-12,high,0.0,True
O00594,C0065,P0028,5,1987.5,GBP,2524.125,2026-01-20,high,2524.125,False
O00654,C0079,P0007,5,277.2,EUR,299.37600000000003,2026-04-28,medium,299.37600000000003,False
O00024,C0107,P0019,2,752.98,EUR,813.2184000000001,2026-01-13,high,813.2184000000001,False
O00881,C0073,P0032,1,215.62,INR,2.58744,2026-06-06,low,2.58744,False
O00085,C0106,P0019,3,1129.47,EUR,1219.8276,2026-04-19,high,1219.8276,False
O00863,C0078,P0022,2,799.86,INR,9.598320000000001,2026-04-19,low,9.598320000000001,False
O00676,C0086,P0025,2,94.76,EUR,102.34080000000002,2026-03-25,medium,102.34080000000002,False
O00825,C0024,P0001,1,384.61,INR,4.6153200000000005,2026-01-02,low,4.6153200000000005,False
O00744,C0118,P0043,4,1400.88,INR,16.810560000000002,2026-01-03,low,16.810560000000002,False
O00252,C0097,P0007,1,55.44,EUR,59.8752,2026-03-10,medium,0.0,True
O00199,C0081,P0045,2,474.7,INR,5.6964,2026-06-16,low,0.0,True
O00305,C0071,P0054,5,2273.55,GBP,2887.4085000000005,2026-01-02,high,2887.4085000000005,False
O00228,C0048,P0042,1,140.78,EUR,152.04240000000001,2026-02-26,high,152.04240000000001,False
O00669,C0058,P0044,5,278.9,GBP,354.203,2026-04-19,medium,0.0,True
O00246,C0044,P0025,2,94.76,EUR,102.34080000000002,2026-03-23,medium,102.34080000000002,False
O00192,C0035,P0033,1,179.15,INR,2.1498,2026-06-30,low,2.1498,False
O00367,C0061,P0014,5,1841.15,EUR,1988.4420000000002,2026-01-20,high,1988.4420000000002,False
O00797,C0023,P0008,5,1995.65,USD,1995.65,2026-01-15,high,1995.65,False
O00842,C0090,P0019,1,376.49,EUR,406.60920000000004,2026-06-01,high,406.60920000000004,False
O00650,C0086,P0012,2,114.48,GBP,145.3896,2026-03-14,medium,145.3896,False
O00465,C0117,P0033,1,179.15,INR,2.1498,2026-04-06,low,2.1498,False
O00134,C0024,P0050,4,320.4,USD,320.4,2026-01-05,medium,320.4,False
O00752,C0053,P0039,4,1961.4,INR,23.536800000000003,2026-01-12,low,23.536800000000003,False
O00761,C0078,P0019,5,1882.45,EUR,2033.0460000000003,2026-02-20,high,2033.0460000000003,False
O00026,C0012,P0021,4,380.04,INR,4.56048,2026-05-29,low,4.56048,False
O00392,C0057,P0015,1,309.88,INR,3.71856,2026-03-14,low,3.71856,False
O00081,C0023,P0044,4,223.12,GBP,283.36240000000004,2026-05-20,medium,283.36240000000004,False
O00557,C0097,P0013,2,710.24,GBP,902.0048,2026-05-23,high,902.0048,False
O00725,C0046,P0019,5,1882.45,EUR,2033.0460000000003,2026-03-01,high,2033.0460000000003,False
O00633,C0046,P0054,3,1364.13,GBP,1732.4451000000001,2026-03-21,high,1732.4451000000001,False
O00029,C0059,P0048,3,1235.85,USD,1235.85,2026-01-04,high,1235.85,False
O00157,C0115,P0003,2,117.02,INR,1.40424,2026-03-26,low,1.40424,False
O00608,C0113,P0042,4,563.12,EUR,608.1696000000001,2026-11-02,high,608.1696000000001,False
O00644,C0003,P0038,2,283.74,GBP,360.3498,2026-06-29,high,360.3498,False
O00012,C0044,P0033,3,537.45,INR,6.449400000000001,2026-04-02,low,0.0,True
O00850,C0075,P0055,4,624.64,GBP,793.2927999999999,2026-02-26,high,793.2927999999999,False
O00886,C0038,P0037,4,399.24,EUR,431.17920000000004,2026-05-24,high,431.17920000000004,False
O00831,C0002,P0019,3,1129.47,EUR,1219.8276,2026-03-29,high,0.0,True
O00096,C0107,P0010,3,117.39,INR,1.40868,2026-02-03,low,1.40868,False
O00209,C0069,P0010,3,117.39,INR,1.40868,2026-06-29,low,1.40868,False
O00331,C0110,P0049,5,208.35,GBP,264.6045,2026-01-30,medium,0.0,True
O00851,C0059,P0056,2,613.54,USD,613.54,2026-05-03,high,0.0,True
O00567,C0114,P0034,3,470.34,INR,5.64408,2026-03-04,low,5.64408,False
O00267,C0083,P0052,1,281.25,USD,281.25,2026-06-24,high,281.25,False
O00643,C0025,P0050,4,320.4,USD,320.4,2026-04-22,medium,320.4,False
O00781,C0085,P0058,1,136.0,EUR,146.88,2026-01-21,high,146.88,False
O00402,C0038,P0035,3,1086.12,USD,1086.12,2026-01-18,high,1086.12,False
O00591,C0064,P0049,3,125.01,GBP,158.7627,2026-06-26,medium,158.7627,False
O00647,C0054,P0008,4,1596.52,USD,1596.52,2026-05-22,high,1596.52,False
O00122,C0117,P0027,2,649.44,GBP,824.7888,2026-05-17,high,824.7888,False
O00517,C0087,P0008,5,1995.65,USD,1995.65,2026-04-20,high,1995.65,False
O00130,C0068,P0005,5,2355.15,GBP,2991.0405,2026-02-06,high,2991.0405,False
O00862,C0094,P0006,3,894.27,USD,894.27,2026-01-18,high,894.27,False
O00728,C0097,P0031,5,1196.3,INR,14.355599999999999,2026-04-14,low,14.355599999999999,False
O00102,C0041,P0008,3,1197.39,USD,1197.39,2026-04-05,high,0.0,True
O00448,C0040,P0050,4,320.4,USD,320.4,2026-02-15,medium,320.4,False
O00530,C0012,P0034,4,627.12,INR,7.525440000000001,2026-02-13,low,7.525440000000001,False
O00876,C0012,P0001,3,1153.83,INR,13.84596,2026-04-05,low,13.84596,False
O00178,C0093,P0021,1,95.01,INR,1.14012,2026-03-31,low,1.14012,False
O00746,C0087,P0029,3,344.07,INR,4.12884,2026-02-13,low,4.12884,False
O00400,C0003,P0023,2,881.52,GBP,1119.5304,2026-03-30,low,1119.5304,False
O00652,C0044,P0040,2,235.2,INR,2.8224,2026-05-09,low,2.8224,False
O00132,C0054,P0004,5,1450.1,INR,17.4012,2026-01-15,low,17.4012,False
O00440,C0114,P0026,1,246.85,GBP,313.4995,2026-06-05,high,313.4995,False
O00592,C0028,P0004,3,870.06,INR,10.440719999999999,2026-06-12,low,10.440719999999999,False
O00821,C0078,P0011,5,56.3,INR,0.6756,2026-05-16,low,0.6756,False
O00053,C0030,P0054,3,1364.13,GBP,1732.4451000000001,2026-02-03,high,1732.4451000000001,False
O00849,C0089,P0042,3,422.34,EUR,456.1272,2026-05-30,high,456.1272,False
O00403,C0100,P0021,1,95.01,INR,1.14012,2026-05-01,low,1.14012,False
O00660,C0008,P0046,5,481.3,INR,5.7756,2026-06-19,low,5.7756,False
O00632,C0037,P0042,2,281.56,EUR,304.08480000000003,2026-02-23,high,304.08480000000003,False
O00198,C0113,P0011,3,33.78,INR,0.40536,2026-02-21,low,0.40536,False
O00401,C0070,P0047,4,1883.32,INR,22.59984,2026-05-06,low,22.59984,False
O00570,C0101,P0039,2,980.7,INR,11.768400000000002,2026-03-19,low,11.768400000000002,False
O00891,C0058,P0034,2,313.56,INR,3.7627200000000003,2026-04-14,low,3.7627200000000003,False
O00441,C0083,P0051,1,47.16,INR,0.56592,2026-05-27,low,0.56592,False
O00586,C0065,P0017,4,658.16,INR,7.89792,2026-05-01,low,0.0,True
O00175,C0102,P0001,1,384.61,INR,4.6153200000000005,2026-06-15,low,4.6153200000000005,False
O00344,C0020,P0024,5,1400.6,INR,16.807199999999998,2026-05-12,low,16.807199999999998,False
O00326,C0083,P0005,5,2355.15,GBP,2991.0405,2026-06-22,high,2991.0405,False
O00760,C0012,P0036,2,745.46,USD,745.46,2026-06-12,high,745.46,False
O00840,C0061,P0013,5,1775.6,GBP,2255.0119999999997,2026-06-08,high,2255.0119999999997,False
O00532,C0006,P0047,5,2354.15,INR,28.2498,2026-05-27,low,0.0,True
O00837,C0043,P0007,1,55.44,EUR,59.8752,2026-02-17,medium,59.8752,False
O00861,C0100,P0021,2,190.02,INR,2.28024,2026-01-20,low,2.28024,False
O00810,C0048,P0042,5,703.9,EUR,760.212,2026-06-28,high,0.0,True
O00027,C0107,P0059,4,494.92,EUR,534.5136,2026-05-16,high,534.5136,False
O00016,C0002,P0027,2,649.44,GBP,824.7888,2026-04-23,high,0.0,True
O00005,C0106,P0003,2,117.02,INR,1.40424,2026-05-28,low,0.0,True
O00248,C0093,P0035,3,1086.12,USD,1086.12,2026-02-18,high,1086.12,False
O00690,C0032,P0021,3,285.03,INR,3.4203599999999996,2026-08-03,low,3.4203599999999996,False
O00815,C0062,P0017,1,164.54,INR,1.97448,2026-05-22,low,0.0,True
O00315,C0048,P0035,5,1810.2,USD,1810.2,2026-06-12,high,1810.2,False
O00271,C0088,P0002,4,1560.04,USD,1560.04,2026-03-06,high,1560.04,False
O00675,C0107,P0049,2,83.34,GBP,105.8418,2026-04-07,medium,105.8418,False
O00275,C0109,P0004,5,1450.1,INR,17.4012,2026-08-03,low,17.4012,False
O00291,C0012,P0022,2,799.86,INR,9.598320000000001,2026-04-23,low,9.598320000000001,False
O00520,C0114,P0045,4,949.4,INR,11.3928,2026-01-23,low,11.3928,False
O00230,C0004,P0028,2,795.0,GBP,1009.65,2026-04-21,high,1009.65,False
O00801,C0083,P0020,5,857.6,GBP,1089.152,2026-01-06,high,1089.152,False
O00008,C0060,P0013,5,1775.6,GBP,2255.0119999999997,2026-05-12,high,2255.0119999999997,False
O00759,C0112,P0021,2,190.02,GBP,241.32540000000003,2026-06-28,low,241.32540000000003,False
O00721,C0067,P0021,3,285.03,INR,3.4203599999999996,2026-06-15,low,0.0,True
O00661,C0117,P0053,3,1166.91,EUR,1260.2628000000002,2026-03-19,high,0.0,True
O00841,C0058,P0008,4,1596.52,USD,1596.52,2026-06-03,high,1596.52,False
O00423,C0099,P0023,5,2203.8,INR,26.445600000000002,2026-03-30,low,26.445600000000002,False
O00476,C0105,P0007,3,166.32,EUR,179.6256,2026-02-02,medium,179.6256,False
O00813,C0113,P0053,4,1555.88,EUR,1680.3504000000003,2026-02-01,high,1680.3504000000003,False
O00360,C0037,P0051,5,235.8,INR,2.8296,2026-02-21,low,0.0,True
O00128,C0082,P0019,3,1129.47,EUR,1219.8276,2026-06-30,high,1219.8276,False
O00481,C0069,P0040,5,588.0,INR,7.056,2026-07-02,low,7.056,False
O00877,C0090,P0022,4,1599.72,INR,19.196640000000002,2026-04-11,low,19.196640000000002,False
